operator,cells,gamma,kind,trial,relative_worst_eigenvalue_drift,delta_relative_norm
LLM-structure_only,80,0.02,dense,34,0.0034630312199695106,0.020000000000000004
LLM-structure_only,80,0.02,dense,35,0.0035355999262211345,0.02
LLM-structure_only,80,0.02,dense,36,0.003339505531813517,0.020000000000000004
LLM-structure_only,80,0.02,dense,37,0.003518413938371601,0.019999999999999997
LLM-structure_only,80,0.02,dense,38,0.002623760263609703,0.020000000000000007
LLM-structure_only,80,0.02,dense,39,0.00278446294705255,0.02
LLM-structure_only,80,0.02,boundary,0,0.0022408724399415937,0.019999999999999997
LLM-structure_only,80,0.02,boundary,1,0.002910803899388088,0.02
LLM-structure_only,80,0.02,boundary,2,0.0028368840273499513,0.019999999999999997
LLM-structure_only,80,0.02,boundary,3,0.002375031785350143,0.020000000000000004
LLM-structure_only,80,0.02,boundary,4,0.003275570916901527,0.020000000000000004
LLM-structure_only,80,0.02,boundary,5,0.0033091082609486167,0.019999999999999997
LLM-structure_only,80,0.02,boundary,6,0.0030850495439272417,0.020000000000000004
LLM-structure_only,80,0.02,boundary,7,0.0024674621517989485,0.02
LLM-structure_only,80,0.02,boundary,8,0.0025774357087506557,0.02000000000000001
LLM-structure_only,80,0.02,boundary,9,0.0026670007827493862,0.02
LLM-structure_only,80,0.02,boundary,10,0.002222399219736064,0.020000000000000004
LLM-structure_only,80,0.02,boundary,11,0.002500130778437769,0.019999999999999997
LLM-structure_only,80,0.02,boundary,12,0.0027280175662426714,0.019999999999999997
LLM-structure_only,80,0.02,boundary,13,0.002494078804622653,0.01999999999999999
LLM-structure_only,80,0.02,boundary,14,0.0023779281309792033,0.019999999999999993
LLM-structure_only,80,0.02,boundary,15,0.002833877586595678,0.01999999999999999
LLM-structure_only,80,0.02,boundary,16,0.0030419688170404517,0.020000000000000004
LLM-structure_only,80,0.02,boundary,17,0.0032916413420908007,0.020000000000000007
LLM-structure_only,80,0.02,boundary,18,0.0026584012932733903,0.01999999999999999
LLM-structure_only,80,0.02,boundary,19,0.003189941639526325,0.02
LLM-structure_only,80,0.02,boundary,20,0.002623753953887039,0.020000000000000004
LLM-structure_only,80,0.02,boundary,21,0.0029296301188231587,0.019999999999999993
LLM-structure_only,80,0.02,boundary,22,0.0021376230878452323,0.020000000000000004
LLM-structure_only,80,0.02,boundary,23,0.002467844927514115,0.019999999999999997
LLM-structure_only,80,0.02,boundary,24,0.0022125229075565006,0.02
LLM-structure_only,80,0.02,boundary,25,0.0018409194730284783,0.02
LLM-structure_only,80,0.02,boundary,26,0.0028650228663984474,0.020000000000000004
LLM-structure_only,80,0.02,boundary,27,0.002246717879547865,0.020000000000000007
LLM-structure_only,80,0.02,boundary,28,0.0022308137416596602,0.02
LLM-structure_only,80,0.02,boundary,29,0.0035050803519957726,0.019999999999999993
LLM-structure_only,80,0.02,boundary,30,0.0029785005477311046,0.020000000000000004
LLM-structure_only,80,0.02,boundary,31,0.0028581762838084117,0.019999999999999997
LLM-structure_only,80,0.02,boundary,32,0.0023565203994707403,0.019999999999999997
LLM-structure_only,80,0.02,boundary,33,0.0023734740680705227,0.02
LLM-structure_only,80,0.02,boundary,34,0.002676149099138707,0.02
LLM-structure_only,80,0.02,boundary,35,0.0024905042375302985,0.019999999999999997
LLM-structure_only,80,0.02,boundary,36,0.0027225138106031447,0.019999999999999997
LLM-structure_only,80,0.02,boundary,37,0.0025274648791658075,0.020000000000000004
LLM-structure_only,80,0.02,boundary,38,0.002262159379219364,0.020000000000000018
LLM-structure_only,80,0.02,boundary,39,0.002803427065971616,0.01999999999999999
LLM-structure_only,80,0.08,dense,0,0.010921096839238888,0.07999999999999993
LLM-structure_only,80,0.08,dense,1,0.014995794011343043,0.07999999999999997
LLM-structure_only,80,0.08,dense,2,0.010679299380428739,0.07999999999999997
LLM-structure_only,80,0.08,dense,3,0.01368248478945617,0.07999999999999997
LLM-structure_only,80,0.08,dense,4,0.010900535568105557,0.08
LLM-structure_only,80,0.08,dense,5,0.013216773842712009,0.08000000000000006
LLM-structure_only,80,0.08,dense,6,0.012157942627266112,0.07999999999999999
LLM-structure_only,80,0.08,dense,7,0.009182227536835891,0.08000000000000002
LLM-structure_only,80,0.08,dense,8,0.013595186886133167,0.07999999999999999
LLM-structure_only,80,0.08,dense,9,0.013777340565013861,0.08000000000000002
LLM-structure_only,80,0.08,dense,10,0.01113309808401076,0.08
LLM-structure_only,80,0.08,dense,11,0.01049842106996889,0.08000000000000002
LLM-structure_only,80,0.08,dense,12,0.016028798423124196,0.08000000000000006
LLM-structure_only,80,0.08,dense,13,0.01179044681940555,0.08000000000000002
LLM-structure_only,80,0.08,dense,14,0.01362316887317822,0.08000000000000002
LLM-structure_only,80,0.08,dense,15,0.013290705449129053,0.07999999999999999
LLM-structure_only,80,0.08,dense,16,0.014592814004122996,0.08000000000000002
LLM-structure_only,80,0.08,dense,17,0.012686307529297653,0.07999999999999999
LLM-structure_only,80,0.08,dense,18,0.01227693291421022,0.08000000000000002
LLM-structure_only,80,0.08,dense,19,0.016444429164831166,0.08000000000000002
LLM-structure_only,80,0.08,dense,20,0.01427717986974639,0.08000000000000004
LLM-structure_only,80,0.08,dense,21,0.013091153032926161,0.07999999999999999
LLM-structure_only,80,0.08,dense,22,0.01429134063155828,0.07999999999999999
LLM-structure_only,80,0.08,dense,23,0.009853134838166556,0.08000000000000002
LLM-structure_only,80,0.08,dense,24,0.012261761159666264,0.08
LLM-structure_only,80,0.08,dense,25,0.010668489775666971,0.07999999999999999
LLM-structure_only,80,0.08,dense,26,0.010341765633743205,0.08000000000000002
LLM-structure_only,80,0.08,dense,27,0.011154094043360848,0.07999999999999999
LLM-structure_only,80,0.08,dense,28,0.010457934843272537,0.07999999999999996
LLM-structure_only,80,0.08,dense,29,0.009796726854456464,0.08
LLM-structure_only,80,0.08,dense,30,0.012248823661710748,0.08000000000000002
LLM-structure_only,80,0.08,dense,31,0.015233854731567839,0.08000000000000002
LLM-structure_only,80,0.08,dense,32,0.010299371287284054,0.0799999999999999
LLM-structure_only,80,0.08,dense,33,0.012918119704411899,0.08000000000000002
LLM-structure_only,80,0.08,dense,34,0.010237048299185687,0.07999999999999997
LLM-structure_only,80,0.08,dense,35,0.009717676879360478,0.07999999999999999
LLM-structure_only,80,0.08,dense,36,0.015564753681401427,0.08
LLM-structure_only,80,0.08,dense,37,0.011269027042479625,0.07999999999999997
LLM-structure_only,80,0.08,dense,38,0.012948062914033569,0.07999999999999996
LLM-structure_only,80,0.08,dense,39,0.011410697064562292,0.08000000000000002
LLM-structure_only,80,0.08,boundary,0,0.00916629642461828,0.08000000000000002
LLM-structure_only,80,0.08,boundary,1,0.0100359022786569,0.08000000000000002
LLM-structure_only,80,0.08,boundary,2,0.01696112695038577,0.07999999999999999
LLM-structure_only,80,0.08,boundary,3,0.008930251116166018,0.08000000000000002
LLM-structure_only,80,0.08,boundary,4,0.012661601542612401,0.08
LLM-structure_only,80,0.08,boundary,5,0.01377911564297952,0.08
LLM-structure_only,80,0.08,boundary,6,0.010217457211009886,0.08000000000000002
LLM-structure_only,80,0.08,boundary,7,0.009887604857349087,0.07999999999999996
LLM-structure_only,80,0.08,boundary,8,0.01058501956502548,0.08000000000000002
LLM-structure_only,80,0.08,boundary,9,0.016543970456779265,0.07999999999999997
LLM-structure_only,80,0.08,boundary,10,0.008736132000460885,0.08000000000000003
LLM-structure_only,80,0.08,boundary,11,0.010843784111227635,0.08000000000000002
LLM-structure_only,80,0.08,boundary,12,0.01450713388968467,0.08000000000000002
LLM-structure_only,80,0.08,boundary,13,0.010594120926872005,0.07999999999999999
LLM-structure_only,80,0.08,boundary,14,0.010367507642527644,0.08000000000000002
LLM-structure_only,80,0.08,boundary,15,0.010227016817201989,0.07999999999999995
LLM-structure_only,80,0.08,boundary,16,0.011006474249818285,0.08000000000000002
LLM-structure_only,80,0.08,boundary,17,0.007347557587464933,0.07999999999999997
LLM-structure_only,80,0.08,boundary,18,0.008792439724339322,0.08000000000000002
LLM-structure_only,80,0.08,boundary,19,0.01494013150213889,0.07999999999999999
LLM-structure_only,80,0.08,boundary,20,0.009794954129868964,0.07999999999999995
LLM-structure_only,80,0.08,boundary,21,0.012591194608572298,0.07999999999999999
LLM-structure_only,80,0.08,boundary,22,0.00959277695106166,0.08000000000000002
LLM-structure_only,80,0.08,boundary,23,0.009182684901908322,0.08000000000000002
LLM-structure_only,80,0.08,boundary,24,0.011176797091985095,0.07999999999999999
LLM-structure_only,80,0.08,boundary,25,0.01516666928355208,0.07999999999999997
LLM-structure_only,80,0.08,boundary,26,0.009691883291549328,0.08000000000000006
LLM-structure_only,80,0.08,boundary,27,0.014287351851102267,0.07999999999999999
LLM-structure_only,80,0.08,boundary,28,0.009667980828015774,0.08000000000000002
LLM-structure_only,80,0.08,boundary,29,0.009780887564974026,0.07999999999999995
LLM-structure_only,80,0.08,boundary,30,0.011232422247930645,0.08000000000000002
LLM-structure_only,80,0.08,boundary,31,0.011614385749833027,0.08
LLM-structure_only,80,0.08,boundary,32,0.00859774466907873,0.08000000000000002
LLM-structure_only,80,0.08,boundary,33,0.011167099361006941,0.08000000000000002
LLM-structure_only,80,0.08,boundary,34,0.00969025357337948,0.07999999999999999
LLM-structure_only,80,0.08,boundary,35,0.014919884721082119,0.08000000000000002
LLM-structure_only,80,0.08,boundary,36,0.015188504162240464,0.07999999999999997
LLM-structure_only,80,0.08,boundary,37,0.011525410380849564,0.07999999999999999
LLM-structure_only,80,0.08,boundary,38,0.01661374657987732,0.08000000000000002
LLM-structure_only,80,0.08,boundary,39,0.011872061940745181,0.08000000000000002
